StudentID,Name,Electronics,Programming,Database,Data Science,Math,Eng
S02289,Student_2289,78,60,86,77,58,63
S02290,Student_2290,86,69,80,58,49,72
S02291,Student_2291,61,85,58,44,92,50
S02292,Student_2292,84,43,64,51,59,69
S02293,Student_2293,71,64,93,71,63,54
S02294,Student_2294,54,54,77,44,69,97
S02295,Student_2295,56,90,75,80,86,91
S02296,Student_2296,80,94,83,62,76,77
S02297,Student_2297,63,66,46,85,85,49
S02298,Student_2298,90,73,96,93,90,51
S02299,Student_2299,84,97,70,91,51,75
S02300,Student_2300,81,89,77,74,66,49
S02301,Student_2301,59,89,81,45,55,76
S02302,Student_2302,45,67,92,93,87,77
S02303,Student_2303,40,42,73,78,48,81
S02304,Student_2304,41,78,43,90,76,75
S02305,Student_2305,50,61,62,63,66,41
S02306,Student_2306,86,87,82,72,49,65
S02307,Student_2307,81,73,77,58,72,46
S02308,Student_2308,57,79,71,63,98,98
S02309,Student_2309,79,72,74,63,48,63
S02310,Student_2310,53,65,88,86,46,53
S02311,Student_2311,68,60,50,58,41,60
S02312,Student_2312,85,80,98,97,64,74
S02313,Student_2313,84,59,74,69,47,64
S02314,Student_2314,61,66,95,81,89,85
S02315,Student_2315,96,82,49,77,75,54
S02316,Student_2316,84,55,94,55,85,49
S02317,Student_2317,55,83,72,64,58,41
S02318,Student_2318,82,77,61,90,84,99
S02319,Student_2319,95,61,99,76,69,96
S02320,Student_2320,91,66,63,64,92,41
S02321,Student_2321,49,93,84,90,99,72
S02322,Student_2322,53,46,74,79,84,64
S02323,Student_2323,45,55,44,73,81,80
S02324,Student_2324,67,86,92,71,96,51
S02325,Student_2325,90,64,57,59,81,65
S02326,Student_2326,79,56,95,55,43,71
S02327,Student_2327,44,72,45,82,41,54
S02328,Student_2328,89,90,82,40,84,77
S02329,Student_2329,83,82,56,70,67,88
S02330,Student_2330,98,81,60,80,95,78
S02331,Student_2331,95,72,89,58,68,46
S02332,Student_2332,59,74,41,70,44,43
S02333,Student_2333,61,46,77,53,49,66
S02334,Student_2334,77,84,51,67,45,89
S02335,Student_2335,96,53,54,48,85,51
S02336,Student_2336,58,75,88,47,76,61
S02337,Student_2337,63,86,94,84,76,83
S02338,Student_2338,97,91,54,92,68,59
S02339,Student_2339,40,52,53,83,42,79
S02340,Student_2340,81,62,91,60,69,96
S02341,Student_2341,71,76,88,82,48,79
S02342,Student_2342,98,78,84,53,49,71
S02343,Student_2343,53,51,90,41,41,92
S02344,Student_2344,40,65,97,64,41,92
S02345,Student_2345,63,99,63,88,44,64
S02346,Student_2346,90,79,65,51,62,46
S02347,Student_2347,78,69,89,60,57,61
S02348,Student_2348,97,47,57,59,66,98
S02349,Student_2349,94,57,41,95,40,57
S02350,Student_2350,49,54,74,97,49,84
S02351,Student_2351,52,74,55,72,69,85
S02352,Student_2352,65,81,76,52,81,50
S02353,Student_2353,79,59,65,56,73,67
S02354,Student_2354,98,80,67,60,93,83
S02355,Student_2355,89,51,76,60,52,73
S02356,Student_2356,65,67,81,66,62,41
S02357,Student_2357,71,55,47,51,80,77
S02358,Student_2358,96,73,84,95,52,74
S02359,Student_2359,72,51,60,60,66,63
S02360,Student_2360,93,79,41,41,53,88
S02361,Student_2361,81,56,89,89,72,91
S02362,Student_2362,55,68,48,99,79,77
S02363,Student_2363,78,95,86,85,86,52
S02364,Student_2364,85,46,79,89,48,50
S02365,Student_2365,78,69,78,72,92,58
S02366,Student_2366,86,59,63,66,58,88
S02367,Student_2367,51,78,84,51,40,78
S02368,Student_2368,52,63,68,84,93,99
S02369,Student_2369,89,84,69,48,76,43
S02370,Student_2370,45,63,90,41,96,87
S02371,Student_2371,98,78,59,59,70,70
S02372,Student_2372,55,41,78,64,75,46
S02373,Student_2373,53,63,51,73,97,53
S02374,Student_2374,81,80,81,50,41,50
S02375,Student_2375,91,72,79,98,94,97
S02376,Student_2376,66,84,87,45,93,56
S02377,Student_2377,91,74,96,83,98,58
S02378,Student_2378,47,42,82,93,85,62
S02379,Student_2379,93,96,70,99,89,55
S02380,Student_2380,90,41,49,84,94,98
S02381,Student_2381,55,70,50,53,56,69
S02382,Student_2382,96,53,73,91,41,65
S02383,Student_2383,96,71,88,64,46,92
S02384,Student_2384,66,55,81,86,56,70
S02385,Student_2385,74,97,46,64,98,91
S02386,Student_2386,40,90,59,49,58,70
S02387,Student_2387,81,69,74,83,44,42
S02388,Student_2388,57,73,47,59,60,78
S02389,Student_2389,84,94,67,76,61,83
S02390,Student_2390,43,58,52,47,62,84
S02391,Student_2391,86,47,67,91,62,54
S02392,Student_2392,61,51,59,89,94,98
S02393,Student_2393,94,60,49,90,69,63
S02394,Student_2394,53,87,59,89,62,94
S02395,Student_2395,52,95,43,91,55,65
S02396,Student_2396,56,40,97,51,42,79
S02397,Student_2397,43,48,59,64,60,55
S02398,Student_2398,92,96,65,95,61,44
S02399,Student_2399,75,54,45,84,65,49
S02400,Student_2400,47,99,78,98,67,60
S02401,Student_2401,51,96,85,53,58,54
S02402,Student_2402,60,56,59,83,57,93
S02403,Student_2403,96,47,59,73,56,54
S02404,Student_2404,48,49,73,64,66,87
S02405,Student_2405,58,72,84,85,42,68
S02406,Student_2406,80,43,40,93,90,64
S02407,Student_2407,53,92,82,77,95,60
S02408,Student_2408,77,59,56,43,83,67
S02409,Student_2409,59,78,83,91,69,76
S02410,Student_2410,85,62,69,55,83,96
S02411,Student_2411,50,88,64,88,93,70
S02412,Student_2412,47,90,49,61,75,83
S02413,Student_2413,57,75,43,95,48,99
S02414,Student_2414,64,41,85,58,86,80
S02415,Student_2415,43,63,53,66,44,47
S02416,Student_2416,46,78,70,99,69,46
S02417,Student_2417,97,69,75,48,85,49
S02418,Student_2418,71,98,87,76,42,69
S02419,Student_2419,42,58,77,66,91,48
S02420,Student_2420,71,63,67,91,82,89
S02421,Student_2421,62,95,68,95,98,52
S02422,Student_2422,81,59,97,68,78,50
S02423,Student_2423,77,87,78,64,57,74
S02424,Student_2424,80,75,89,42,95,51
S02425,Student_2425,46,87,42,70,58,69
S02426,Student_2426,40,99,90,77,96,74
S02427,Student_2427,97,96,95,71,54,82
S02428,Student_2428,62,89,85,68,59,61
S02429,Student_2429,47,74,82,64,72,91
S02430,Student_2430,97,90,40,82,56,69
S02431,Student_2431,94,56,59,94,45,51
S02432,Student_2432,51,95,99,94,82,72
S02433,Student_2433,51,61,97,50,77,86
S02434,Student_2434,62,98,70,52,49,74
S02435,Student_2435,76,99,60,73,72,72
S02436,Student_2436,70,71,99,72,96,56
S02437,Student_2437,52,78,61,53,66,97
S02438,Student_2438,70,76,97,90,46,84
S02439,Student_2439,48,43,63,70,62,70
S02440,Student_2440,92,55,72,45,81,78
S02441,Student_2441,87,93,73,45,48,93
S02442,Student_2442,92,53,41,69,79,69
S02443,Student_2443,54,43,92,70,88,85
S02444,Student_2444,46,74,64,40,49,97
S02445,Student_2445,76,98,84,78,76,83
S02446,Student_2446,48,53,69,45,55,94
S02447,Student_2447,60,55,84,84,76,62
S02448,Student_2448,73,41,61,56,77,72
S02449,Student_2449,76,89,63,92,72,58
S02450,Student_2450,79,71,88,85,91,54
S02451,Student_2451,61,71,66,51,77,52
S02452,Student_2452,40,77,58,80,62,45
S02453,Student_2453,69,57,71,71,65,68
S02454,Student_2454,95,85,75,84,50,62
S02455,Student_2455,99,40,85,47,60,58
S02456,Student_2456,93,70,91,71,50,64
S02457,Student_2457,94,54,65,61,70,81
S02458,Student_2458,45,93,76,98,72,44
S02459,Student_2459,62,69,63,84,97,99
S02460,Student_2460,40,48,78,99,60,60
S02461,Student_2461,97,74,51,53,87,42
S02462,Student_2462,63,46,94,73,43,73
S02463,Student_2463,64,50,41,62,43,75
S02464,Student_2464,55,41,47,75,84,86
S02465,Student_2465,96,83,63,61,97,65
S02466,Student_2466,45,44,75,89,62,67
S02467,Student_2467,66,41,88,85,75,67
S02468,Student_2468,85,70,51,77,79,67
S02469,Student_2469,91,80,82,43,94,97
S02470,Student_2470,80,77,59,62,66,76
S02471,Student_2471,73,91,92,68,46,68
S02472,Student_2472,90,70,87,51,46,57
S02473,Student_2473,57,92,96,62,63,98
S02474,Student_2474,95,41,79,90,40,57
S02475,Student_2475,43,84,89,91,77,70
S02476,Student_2476,41,86,97,88,80,61
S02477,Student_2477,50,81,99,48,61,48
S02478,Student_2478,78,67,56,64,50,71
S02479,Student_2479,62,96,93,59,45,86
S02480,Student_2480,57,82,43,62,56,97
S02481,Student_2481,74,84,59,55,53,65
S02482,Student_2482,70,93,88,65,41,80
S02483,Student_2483,89,76,63,57,47,60
S02484,Student_2484,54,96,86,59,74,56
S02485,Student_2485,85,92,46,74,95,50
S02486,Student_2486,83,47,70,68,63,55
S02487,Student_2487,63,55,56,78,57,53
S02488,Student_2488,91,92,89,46,68,99
S02489,Student_2489,90,88,95,59,82,91
S02490,Student_2490,54,64,90,81,85,45
S02491,Student_2491,52,78,95,76,81,92
S02492,Student_2492,92,53,42,47,68,93
S02493,Student_2493,80,57,83,66,54,69
S02494,Student_2494,66,86,90,61,71,55
S02495,Student_2495,45,65,50,65,71,47
S02496,Student_2496,94,93,93,89,72,44
S02497,Student_2497,58,58,86,81,91,86
S02498,Student_2498,57,93,54,67,70,99
S02499,Student_2499,98,97,58,83,77,43
S02500,Student_2500,97,56,84,93,89,53
S02501,Student_2501,65,83,76,59,42,73
S02502,Student_2502,85,93,47,60,65,67
S02503,Student_2503,93,78,89,69,87,49
S02504,Student_2504,45,82,93,98,60,72
S02505,Student_2505,76,47,71,69,43,97
S02506,Student_2506,82,43,72,42,51,93
S02507,Student_2507,94,50,75,81,68,40
S02508,Student_2508,62,50,70,95,68,72
S02509,Student_2509,89,45,86,69,69,95
S02510,Student_2510,68,45,59,94,43,40
S02511,Student_2511,71,64,96,84,94,50
S02512,Student_2512,79,76,79,45,90,46
S02513,Student_2513,81,85,77,90,42,71
S02514,Student_2514,61,90,63,97,67,62
S02515,Student_2515,72,50,69,65,97,91
S02516,Student_2516,66,99,51,48,98,77
S02517,Student_2517,55,48,63,50,61,55
S02518,Student_2518,93,67,45,95,93,65
S02519,Student_2519,82,96,72,43,54,76
S02520,Student_2520,98,48,93,85,49,86
S02521,Student_2521,45,75,82,81,41,52
S02522,Student_2522,75,40,54,75,67,65
S02523,Student_2523,40,78,87,80,91,64
S02524,Student_2524,47,46,67,65,80,98
S02525,Student_2525,70,56,58,45,83,44
S02526,Student_2526,85,74,78,41,62,79
S02527,Student_2527,62,50,61,43,42,89
S02528,Student_2528,48,54,66,72,80,49
S02529,Student_2529,85,78,96,52,72,62
S02530,Student_2530,52,49,78,44,78,92
S02531,Student_2531,51,61,80,57,69,49
S02532,Student_2532,58,98,41,73,79,56
S02533,Student_2533,84,82,96,98,46,80
S02534,Student_2534,81,50,69,87,93,51
S02535,Student_2535,74,98,80,57,72,69
S02536,Student_2536,61,98,63,60,84,59
S02537,Student_2537,56,96,55,74,73,60
S02538,Student_2538,74,82,99,61,56,73
S02539,Student_2539,85,86,48,63,95,44
S02540,Student_2540,43,47,83,57,49,77
S02541,Student_2541,54,96,81,82,59,62
S02542,Student_2542,40,98,42,86,81,93
S02543,Student_2543,98,77,83,64,95,96
S02544,Student_2544,74,74,68,59,90,73
S02545,Student_2545,75,66,68,50,67,48
S02546,Student_2546,47,78,84,99,84,76
S02547,Student_2547,46,86,88,66,60,88
S02548,Student_2548,82,47,47,74,69,64
S02549,Student_2549,94,99,41,82,55,96
S02550,Student_2550,54,92,83,81,47,85
S02551,Student_2551,61,73,53,73,82,52
S02552,Student_2552,98,62,83,93,86,80
S02553,Student_2553,81,43,70,50,92,69
S02554,Student_2554,72,40,74,48,61,62
S02555,Student_2555,72,85,58,84,64,77
S02556,Student_2556,82,83,60,95,66,72
S02557,Student_2557,56,42,61,60,43,71
S02558,Student_2558,89,63,93,70,77,58
S02559,Student_2559,76,64,44,40,93,98
S02560,Student_2560,67,53,55,62,71,79
S02561,Student_2561,80,58,72,72,43,85
S02562,Student_2562,70,51,82,83,83,63
S02563,Student_2563,69,57,66,96,51,92
S02564,Student_2564,59,69,43,42,69,65
S02565,Student_2565,84,60,78,89,87,41
S02566,Student_2566,74,77,87,77,97,52
S02567,Student_2567,57,43,74,43,54,48
S02568,Student_2568,80,88,96,64,90,54
S02569,Student_2569,63,83,76,72,82,85
S02570,Student_2570,82,44,44,81,56,44
S02571,Student_2571,53,42,76,82,42,57
S02572,Student_2572,58,87,42,63,65,93
S02573,Student_2573,46,73,65,55,49,40
S02574,Student_2574,87,59,86,47,55,70
S02575,Student_2575,78,93,83,44,58,81
S02576,Student_2576,41,54,78,96,92,67
S02577,Student_2577,71,61,98,65,79,78
S02578,Student_2578,66,59,55,91,45,50
S02579,Student_2579,58,42,99,77,49,45
S02580,Student_2580,80,96,52,78,70,64
S02581,Student_2581,94,73,45,55,60,49
S02582,Student_2582,42,77,95,82,61,99
S02583,Student_2583,51,56,87,42,86,96
S02584,Student_2584,95,85,83,43,77,51
S02585,Student_2585,80,95,71,74,89,75
S02586,Student_2586,46,68,85,47,75,52
S02587,Student_2587,66,51,40,45,94,81
S02588,Student_2588,97,84,41,68,79,98
S02589,Student_2589,95,84,85,67,87,94
S02590,Student_2590,43,88,87,99,97,57
S02591,Student_2591,61,86,57,73,46,90
S02592,Student_2592,83,68,88,45,53,80
S02593,Student_2593,80,75,42,81,57,59
S02594,Student_2594,99,45,61,86,86,55
S02595,Student_2595,75,58,68,55,50,46
S02596,Student_2596,89,62,65,93,98,54
S02597,Student_2597,79,69,62,51,61,72
S02598,Student_2598,79,85,99,72,70,90
S02599,Student_2599,81,95,64,70,94,65
S02600,Student_2600,97,88,66,83,90,99
S02601,Student_2601,69,45,64,48,69,83
S02602,Student_2602,83,83,54,79,87,59
S02603,Student_2603,74,99,61,97,66,76
S02604,Student_2604,79,66,82,88,95,87
S02605,Student_2605,45,44,49,62,62,99
S02606,Student_2606,67,72,75,70,51,40
S02607,Student_2607,71,58,93,82,56,55
S02608,Student_2608,95,83,46,82,83,83
S02609,Student_2609,90,51,80,55,47,92
S02610,Student_2610,83,64,94,88,55,71
S02611,Student_2611,78,86,85,81,58,77
S02612,Student_2612,83,68,74,80,72,41
S02613,Student_2613,79,75,79,83,51,85
S02614,Student_2614,76,98,53,93,67,76
S02615,Student_2615,61,95,87,62,52,82
S02616,Student_2616,55,73,87,40,78,51
S02617,Student_2617,56,63,57,99,77,67
S02618,Student_2618,75,42,96,63,52,40
S02619,Student_2619,83,52,77,75,42,85
S02620,Student_2620,67,74,93,85,84,79
S02621,Student_2621,71,63,66,60,55,67
S02622,Student_2622,80,94,57,90,91,97
S02623,Student_2623,52,55,47,95,46,72
S02624,Student_2624,96,43,64,44,97,85
S02625,Student_2625,85,46,44,45,87,52
S02626,Student_2626,76,97,50,97,66,73
S02627,Student_2627,69,50,47,93,64,92
S02628,Student_2628,47,55,68,99,99,40
S02629,Student_2629,77,88,44,98,61,57
S02630,Student_2630,65,95,80,68,42,64
S02631,Student_2631,50,92,94,92,91,51
S02632,Student_2632,97,42,49,92,50,87
S02633,Student_2633,55,55,56,65,43,87
S02634,Student_2634,54,64,72,82,66,73
S02635,Student_2635,40,44,80,72,84,98
S02636,Student_2636,53,85,44,46,48,77
S02637,Student_2637,79,62,40,63,75,61
S02638,Student_2638,54,95,80,85,47,81
S02639,Student_2639,67,43,95,68,98,67
S02640,Student_2640,75,88,97,92,86,50
S02641,Student_2641,73,87,77,82,81,65
S02642,Student_2642,43,79,78,62,87,90
S02643,Student_2643,60,63,70,65,79,61
S02644,Student_2644,85,54,55,96,76,79
S02645,Student_2645,61,94,44,67,87,46
S02646,Student_2646,43,63,67,83,64,68
S02647,Student_2647,58,40,51,90,83,73
S02648,Student_2648,86,53,40,55,60,55
S02649,Student_2649,56,45,58,42,43,93
S02650,Student_2650,40,58,47,50,57,68
S02651,Student_2651,63,85,63,85,85,90
S02652,Student_2652,44,51,46,43,92,70
S02653,Student_2653,65,97,53,72,82,61
S02654,Student_2654,99,90,95,46,72,82
S02655,Student_2655,54,67,83,88,76,76
S02656,Student_2656,87,90,52,59,52,70
S02657,Student_2657,41,70,94,98,85,80
S02658,Student_2658,65,83,41,93,62,98
S02659,Student_2659,55,81,59,56,66,70
S02660,Student_2660,44,97,58,96,93,62
S02661,Student_2661,56,69,61,69,43,72
S02662,Student_2662,90,71,83,55,82,71
S02663,Student_2663,46,87,61,75,95,48
S02664,Student_2664,73,46,54,56,79,78
S02665,Student_2665,40,62,43,93,84,42
S02666,Student_2666,81,53,52,76,64,46
S02667,Student_2667,79,97,51,65,99,57
S02668,Student_2668,98,94,57,54,89,50
S02669,Student_2669,89,54,96,83,40,45
S02670,Student_2670,63,90,79,66,91,98
S02671,Student_2671,49,77,90,63,47,83
S02672,Student_2672,67,64,82,77,80,82
S02673,Student_2673,46,58,95,53,75,93
S02674,Student_2674,75,98,65,66,85,70
S02675,Student_2675,80,43,67,64,49,81
S02676,Student_2676,98,78,49,84,77,76
S02677,Student_2677,41,56,88,73,90,47
S02678,Student_2678,42,67,90,91,89,62
S02679,Student_2679,94,67,73,59,97,58
S02680,Student_2680,81,60,96,96,80,66
S02681,Student_2681,64,64,43,64,55,95
S02682,Student_2682,94,75,51,79,95,71
S02683,Student_2683,44,53,94,79,73,45
S02684,Student_2684,89,56,49,55,54,75
S02685,Student_2685,66,83,90,69,62,77
S02686,Student_2686,47,61,68,64,74,59
S02687,Student_2687,67,86,57,46,76,91
S02688,Student_2688,74,48,44,40,57,40
S02689,Student_2689,69,43,92,47,49,90
S02690,Student_2690,85,85,99,67,99,45
S02691,Student_2691,64,88,69,80,57,43
S02692,Student_2692,88,54,68,88,89,43
S02693,Student_2693,58,60,92,76,66,73
S02694,Student_2694,81,68,81,47,47,53
S02695,Student_2695,85,47,72,84,73,70
S02696,Student_2696,80,60,66,70,90,78
S02697,Student_2697,41,77,63,80,66,78
S02698,Student_2698,77,50,78,82,61,84
S02699,Student_2699,51,64,72,91,86,76
S02700,Student_2700,99,66,70,93,99,61
S02701,Student_2701,53,82,76,42,96,42
S02702,Student_2702,48,98,91,85,50,65
S02703,Student_2703,94,59,71,76,73,84
S02704,Student_2704,96,42,72,61,74,70
S02705,Student_2705,92,47,84,54,72,98
S02706,Student_2706,93,89,70,89,85,88
S02707,Student_2707,89,40,81,95,69,60
S02708,Student_2708,40,63,89,57,70,70
S02709,Student_2709,51,81,64,71,69,44
S02710,Student_2710,76,92,89,87,87,76
S02711,Student_2711,63,73,95,48,55,47
S02712,Student_2712,94,92,53,96,72,85
S02713,Student_2713,63,76,80,86,95,47
S02714,Student_2714,60,91,72,76,79,45
S02715,Student_2715,46,92,98,71,40,40
S02716,Student_2716,53,87,45,95,46,77
S02717,Student_2717,49,62,90,85,75,91
S02718,Student_2718,71,67,99,50,68,79
S02719,Student_2719,87,92,52,92,86,51
S02720,Student_2720,69,49,77,54,74,90
S02721,Student_2721,96,56,53,94,99,90
S02722,Student_2722,59,92,51,98,47,59
S02723,Student_2723,96,42,72,52,80,88
S02724,Student_2724,88,59,50,80,71,64
S02725,Student_2725,53,70,82,72,54,82
S02726,Student_2726,44,45,82,99,66,85
S02727,Student_2727,61,77,68,94,51,82
S02728,Student_2728,75,81,66,66,56,90
S02729,Student_2729,97,71,76,85,63,98
S02730,Student_2730,89,61,76,46,75,96
S02731,Student_2731,40,75,49,83,44,69
S02732,Student_2732,63,75,93,57,99,44
S02733,Student_2733,62,54,43,76,46,55
S02734,Student_2734,82,66,75,92,87,89
S02735,Student_2735,78,77,43,90,57,60
S02736,Student_2736,58,82,67,91,69,46
S02737,Student_2737,44,93,70,77,94,43
S02738,Student_2738,53,40,51,42,51,64
S02739,Student_2739,41,52,84,93,44,43
S02740,Student_2740,79,61,61,57,40,75
S02741,Student_2741,74,73,88,53,97,59
S02742,Student_2742,68,88,54,59,81,61
S02743,Student_2743,49,52,73,61,42,67
S02744,Student_2744,75,79,73,85,95,62
S02745,Student_2745,51,64,54,82,63,64
S02746,Student_2746,71,89,67,99,73,40
S02747,Student_2747,84,53,83,89,99,40
S02748,Student_2748,46,50,71,44,51,77
S02749,Student_2749,60,54,86,91,85,70
S02750,Student_2750,72,80,84,55,41,89
S02751,Student_2751,90,69,40,95,79,47
S02752,Student_2752,81,42,97,84,96,88
S02753,Student_2753,89,88,41,42,68,84
S02754,Student_2754,54,84,44,68,88,78
S02755,Student_2755,99,42,41,98,58,89
S02756,Student_2756,59,54,60,89,68,87
S02757,Student_2757,96,76,62,89,98,98
S02758,Student_2758,86,61,96,57,99,43
S02759,Student_2759,45,52,69,96,55,58
S02760,Student_2760,74,85,62,55,78,92
S02761,Student_2761,78,49,75,68,76,57
S02762,Student_2762,55,65,53,56,94,63
S02763,Student_2763,71,58,49,80,67,85
S02764,Student_2764,52,94,56,83,83,54
S02765,Student_2765,56,90,98,59,77,89
S02766,Student_2766,88,43,59,67,69,55
S02767,Student_2767,46,58,71,79,71,55
S02768,Student_2768,84,48,70,73,93,53
S02769,Student_2769,42,52,78,96,70,54
S02770,Student_2770,96,54,45,79,95,64
S02771,Student_2771,98,44,94,64,77,69
S02772,Student_2772,80,79,61,90,69,81
S02773,Student_2773,56,51,50,41,95,88
S02774,Student_2774,54,82,53,61,45,96
S02775,Student_2775,57,85,70,56,71,62
S02776,Student_2776,62,74,67,71,69,81
S02777,Student_2777,94,68,91,98,54,45
S02778,Student_2778,80,60,46,71,60,90
S02779,Student_2779,97,59,94,40,41,88
S02780,Student_2780,99,77,71,62,97,55
S02781,Student_2781,48,86,40,46,47,45
S02782,Student_2782,63,90,50,97,60,75
S02783,Student_2783,67,99,54,76,83,73
S02784,Student_2784,44,46,91,43,86,68
S02785,Student_2785,85,74,74,90,66,99
S02786,Student_2786,95,75,90,76,72,55
S02787,Student_2787,88,72,57,61,72,66
S02788,Student_2788,88,81,76,76,60,97
S02789,Student_2789,91,72,98,87,65,97
S02790,Student_2790,93,77,60,91,83,97
S02791,Student_2791,71,42,95,63,95,70
S02792,Student_2792,93,76,89,75,44,57
S02793,Student_2793,99,47,65,98,85,55
S02794,Student_2794,86,59,50,54,47,91
S02795,Student_2795,53,56,73,46,91,56
S02796,Student_2796,97,98,85,98,68,67
S02797,Student_2797,84,59,77,70,53,96
S02798,Student_2798,80,94,79,78,51,92
S02799,Student_2799,82,94,46,66,69,64
S02800,Student_2800,99,84,75,50,59,86
S02801,Student_2801,61,72,52,43,81,94
S02802,Student_2802,95,91,44,60,85,51
S02803,Student_2803,94,89,45,86,46,78
S02804,Student_2804,77,45,90,91,89,44
S02805,Student_2805,50,84,59,81,89,45
S02806,Student_2806,57,67,90,65,71,96
S02807,Student_2807,54,67,54,75,63,61
S02808,Student_2808,94,52,64,95,81,90
S02809,Student_2809,76,55,84,76,74,88
S02810,Student_2810,84,98,46,83,68,51
S02811,Student_2811,70,88,47,57,99,62
S02812,Student_2812,56,99,74,41,84,48
S02813,Student_2813,68,46,51,44,58,96
S02814,Student_2814,75,96,99,94,67,73
S02815,Student_2815,64,46,96,77,61,50
S02816,Student_2816,42,69,75,51,90,60
S02817,Student_2817,45,43,73,68,92,94
S02818,Student_2818,62,62,59,77,45,89
S02819,Student_2819,84,94,52,60,70,47
S02820,Student_2820,56,77,54,51,93,67
S02821,Student_2821,78,63,40,67,67,83
S02822,Student_2822,76,75,89,44,43,54
S02823,Student_2823,46,95,99,66,46,98
S02824,Student_2824,99,56,71,58,64,68
S02825,Student_2825,41,77,90,78,56,79
S02826,Student_2826,59,52,80,90,58,47
S02827,Student_2827,67,68,97,87,80,90
S02828,Student_2828,54,88,71,45,84,68
S02829,Student_2829,88,41,52,82,75,83
S02830,Student_2830,99,51,96,66,68,60
S02831,Student_2831,45,90,85,98,44,98
S02832,Student_2832,83,48,65,67,82,54
S02833,Student_2833,40,92,75,78,42,51
S02834,Student_2834,81,47,70,79,44,78
S02835,Student_2835,67,75,55,63,77,78
S02836,Student_2836,43,43,62,99,84,63
S02837,Student_2837,81,56,44,41,43,66
S02838,Student_2838,44,92,71,87,70,56
S02839,Student_2839,87,86,45,69,40,88
S02840,Student_2840,86,54,40,53,67,89
S02841,Student_2841,56,97,45,68,60,55
S02842,Student_2842,57,94,98,42,66,55
S02843,Student_2843,88,75,43,99,52,44
S02844,Student_2844,58,43,54,46,56,48
S02845,Student_2845,63,70,48,46,48,68
S02846,Student_2846,57,95,50,64,96,65
S02847,Student_2847,94,71,47,88,87,71
S02848,Student_2848,58,54,97,73,46,78
S02849,Student_2849,82,60,68,82,83,83
S02850,Student_2850,74,58,75,97,79,65
S02851,Student_2851,67,62,62,60,95,77
S02852,Student_2852,45,40,48,87,97,69
S02853,Student_2853,82,92,54,60,64,75
S02854,Student_2854,50,93,64,99,88,59
S02855,Student_2855,48,60,94,75,58,54
S02856,Student_2856,75,50,83,52,45,48
S02857,Student_2857,78,45,41,91,60,82
S02858,Student_2858,60,48,55,83,92,44
S02859,Student_2859,93,93,48,50,74,62
S02860,Student_2860,74,68,53,91,72,95
S02861,Student_2861,56,96,83,69,92,95
S02862,Student_2862,46,47,79,75,45,98
S02863,Student_2863,62,82,72,65,90,47
S02864,Student_2864,57,43,49,75,62,41
S02865,Student_2865,61,41,78,65,45,53
S02866,Student_2866,91,72,51,60,50,50
S02867,Student_2867,63,85,59,73,60,40
S02868,Student_2868,97,62,67,51,41,88
S02869,Student_2869,78,73,72,40,59,43
S02870,Student_2870,47,71,84,94,71,84
S02871,Student_2871,97,47,63,71,59,88
S02872,Student_2872,74,75,52,60,40,51
S02873,Student_2873,49,74,91,77,95,43
S02874,Student_2874,83,71,55,68,94,55
S02875,Student_2875,71,97,85,79,67,90
S02876,Student_2876,73,82,82,69,79,73
S02877,Student_2877,41,66,65,86,47,64
S02878,Student_2878,70,68,61,50,91,55
S02879,Student_2879,72,71,42,57,91,67
S02880,Student_2880,65,45,46,55,82,78
S02881,Student_2881,41,67,70,68,62,94
S02882,Student_2882,91,57,43,71,93,56
S02883,Student_2883,47,89,44,66,85,89
S02884,Student_2884,51,74,73,62,61,47
S02885,Student_2885,79,80,75,93,51,78
S02886,Student_2886,46,83,73,89,74,63
S02887,Student_2887,78,66,82,44,91,54
S02888,Student_2888,56,99,70,64,96,72
S02889,Student_2889,43,43,56,94,72,69
S02890,Student_2890,99,41,65,72,92,45
S02891,Student_2891,92,47,65,94,41,55
S02892,Student_2892,95,62,81,86,74,77
S02893,Student_2893,41,91,94,60,76,71
S02894,Student_2894,55,42,97,99,97,82
S02895,Student_2895,42,93,70,86,69,92
S02896,Student_2896,58,57,78,87,76,68
S02897,Student_2897,85,83,99,76,44,70
S02898,Student_2898,76,87,62,68,71,47
S02899,Student_2899,59,99,96,95,85,96
S02900,Student_2900,83,80,91,78,47,57
S02901,Student_2901,41,93,71,67,85,43
S02902,Student_2902,46,88,56,95,55,76
S02903,Student_2903,91,99,41,97,54,66
S02904,Student_2904,71,97,48,48,50,68
S02905,Student_2905,55,69,51,47,70,72
S02906,Student_2906,74,93,53,86,97,46
S02907,Student_2907,47,80,93,63,56,96
S02908,Student_2908,49,86,89,73,41,65
S02909,Student_2909,98,77,52,98,50,55
S02910,Student_2910,77,87,66,51,63,90
S02911,Student_2911,71,73,66,80,92,51
S02912,Student_2912,90,85,97,65,88,87
S02913,Student_2913,58,81,60,59,67,91
S02914,Student_2914,58,63,75,70,43,48
S02915,Student_2915,54,86,50,67,86,69
S02916,Student_2916,54,65,66,98,72,89
S02917,Student_2917,77,74,46,80,89,66
S02918,Student_2918,65,40,48,82,94,59
S02919,Student_2919,75,44,59,42,43,50
S02920,Student_2920,49,75,60,95,48,46
S02921,Student_2921,61,53,95,72,44,85
S02922,Student_2922,62,56,60,70,71,48
